exp_log_id,documentid,querysessionstatus,rank,time_stamp,type,participant_participant_id,query_id,querysession_session_id,username,task_id
288,clueweb12-0109wb-81-13361,0,4,2017-03-15 20:16:57.887,OPEN_DOCUMENT,101,112,104,andrea,TRVL-BT
289,clueweb12-0002wb-07-19855,0,0,2017-03-15 20:17:19.015,OPEN_DOCUMENT,101,112,104,andrea,TRVL-BT
290,clueweb12-0002wb-07-19855,0,0,2017-03-15 20:17:34.47,CLOSE_DOCUMENT,101,112,104,andrea,TRVL-BT
292,clueweb12-0107wb-30-09126,0,7,2017-03-15 20:17:41.714,OPEN_DOCUMENT,101,112,104,andrea,TRVL-BT
293,clueweb12-0107wb-30-09126,0,7,2017-03-15 20:17:49.061,CLOSE_DOCUMENT,101,112,104,andrea,TRVL-BT
295,clueweb12-0108wb-11-10871,0,1,2017-03-15 20:18:23.116,OPEN_DOCUMENT,101,112,104,andrea,TRVL-BT
296,clueweb12-0108wb-11-10871,0,1,2017-03-15 20:18:32.441,CLOSE_DOCUMENT,101,112,104,andrea,TRVL-BT
299,clueweb12-0107wb-71-09808,0,10,2017-03-15 20:18:59.514,OPEN_DOCUMENT,101,112,104,andrea,TRVL-BT
300,clueweb12-0107wb-71-09808,0,,2017-03-15 20:19:20.776,BOOKMARK,101,112,104,andrea,TRVL-BT
301,clueweb12-0107wb-71-09808,0,10,2017-03-15 20:19:38.061,CLOSE_DOCUMENT,101,112,104,andrea,TRVL-BT
303,clueweb12-0109wb-48-23382,0,,2017-03-15 20:20:10.638,OPEN_BOOKMARK,101,112,104,andrea,TRVL-BT
304,clueweb12-0109wb-48-23382,0,,2017-03-15 20:20:15.089,CLOSE_BOOKMARK,101,112,104,andrea,TRVL-BT
306,clueweb12-0109wb-58-19639,0,,2017-03-15 20:20:18.459,OPEN_BOOKMARK,101,112,104,andrea,TRVL-BT
307,clueweb12-0109wb-58-19639,0,,2017-03-15 20:20:33.45,CLOSE_BOOKMARK,101,112,104,andrea,TRVL-BT
309,clueweb12-0109wb-48-23382,0,,2017-03-15 20:20:47.63,OPEN_BOOKMARK,101,112,104,andrea,TRVL-BT
310,clueweb12-0109wb-48-23382,0,,2017-03-15 20:20:52.344,CLOSE_BOOKMARK,101,112,104,andrea,TRVL-BT
312,,0,0,2017-03-15 20:21:44.764,QUERY_SUBMISSION,101,113,104,andrea,TRVL-BT
313,clueweb12-0111wb-18-01357,0,0,2017-03-15 20:21:49.837,OPEN_DOCUMENT,101,113,104,andrea,TRVL-BT
314,clueweb12-0111wb-18-01357,0,,2017-03-15 20:23:57.7,BOOKMARK,101,113,104,andrea,TRVL-BT
315,clueweb12-0111wb-18-01357,0,0,2017-03-15 20:23:58.469,CLOSE_DOCUMENT,101,113,104,andrea,TRVL-BT
317,clueweb12-0107wb-71-09808,0,,2017-03-15 20:24:01.882,OPEN_BOOKMARK,101,113,104,andrea,TRVL-BT
318,clueweb12-0107wb-71-09808,0,,2017-03-15 20:24:03.653,CLOSE_BOOKMARK,101,113,104,andrea,TRVL-BT
320,clueweb12-0206wb-49-19166,0,3,2017-03-15 20:24:14.438,OPEN_DOCUMENT,101,113,104,andrea,TRVL-BT
321,clueweb12-0206wb-49-19166,0,,2017-03-15 20:24:22.069,BOOKMARK,101,113,104,andrea,TRVL-BT
322,clueweb12-0206wb-49-19166,0,3,2017-03-15 20:24:27.783,CLOSE_DOCUMENT,101,113,104,andrea,TRVL-BT
324,clueweb12-0205wb-82-28952,0,2,2017-03-15 20:24:33.518,OPEN_DOCUMENT,101,113,104,andrea,TRVL-BT
325,clueweb12-0205wb-82-28952,0,2,2017-03-15 20:24:40.014,CLOSE_DOCUMENT,101,113,104,andrea,TRVL-BT
327,clueweb12-0206wb-49-19166,0,3,2017-03-15 20:24:54.694,OPEN_DOCUMENT,101,113,104,andrea,TRVL-BT
328,clueweb12-0206wb-49-19166,0,3,2017-03-15 20:24:57.917,CLOSE_DOCUMENT,101,113,104,andrea,TRVL-BT
331,clueweb12-0006wb-11-17309,0,10,2017-03-15 20:25:07.884,OPEN_DOCUMENT,101,113,104,andrea,TRVL-BT
332,clueweb12-0006wb-11-17309,0,10,2017-03-15 20:25:13.69,CLOSE_DOCUMENT,101,113,104,andrea,TRVL-BT
334,,0,0,2017-03-15 20:26:48.409,QUERY_SUBMISSION,101,114,104,andrea,TRVL-BT
335,clueweb12-0011wb-64-16886,0,0,2017-03-15 20:26:59.776,OPEN_DOCUMENT,101,114,104,andrea,TRVL-BT
336,clueweb12-0011wb-64-16886,0,0,2017-03-15 20:27:13.944,CLOSE_DOCUMENT,101,114,104,andrea,TRVL-BT
338,clueweb12-0102wb-95-12548,0,1,2017-03-15 20:27:22.142,OPEN_DOCUMENT,101,114,104,andrea,TRVL-BT
339,clueweb12-0102wb-95-12548,0,1,2017-03-15 20:27:38.402,CLOSE_DOCUMENT,101,114,104,andrea,TRVL-BT
341,clueweb12-0103wb-04-11942,0,2,2017-03-15 20:27:43.379,OPEN_DOCUMENT,101,114,104,andrea,TRVL-BT
342,clueweb12-0103wb-04-11942,0,2,2017-03-15 20:27:45.464,CLOSE_DOCUMENT,101,114,104,andrea,TRVL-BT
344,clueweb12-0111wb-72-04090,0,3,2017-03-15 20:27:47.957,OPEN_DOCUMENT,101,114,104,andrea,TRVL-BT
345,clueweb12-0111wb-72-04090,0,3,2017-03-15 20:28:11.651,CLOSE_DOCUMENT,101,114,104,andrea,TRVL-BT
347,clueweb12-0106wb-55-11879,0,4,2017-03-15 20:28:18.505,OPEN_DOCUMENT,101,114,104,andrea,TRVL-BT
348,clueweb12-0106wb-55-11879,0,4,2017-03-15 20:28:28.379,CLOSE_DOCUMENT,101,114,104,andrea,TRVL-BT
350,,0,0,2017-03-15 20:29:10.254,QUERY_SUBMISSION,101,115,104,andrea,TRVL-BT
351,clueweb12-0109wb-02-18448,0,2,2017-03-15 20:29:19.154,OPEN_DOCUMENT,101,115,104,andrea,TRVL-BT
352,clueweb12-0109wb-02-18448,0,,2017-03-15 20:29:31.242,BOOKMARK,101,115,104,andrea,TRVL-BT
353,clueweb12-0109wb-02-18448,0,2,2017-03-15 20:29:32.624,CLOSE_DOCUMENT,101,115,104,andrea,TRVL-BT
355,clueweb12-0104wb-90-31395,0,9,2017-03-15 20:29:46.109,OPEN_DOCUMENT,101,115,104,andrea,TRVL-BT
356,clueweb12-0104wb-90-31395,0,9,2017-03-15 20:29:56.133,CLOSE_DOCUMENT,101,115,104,andrea,TRVL-BT
358,clueweb12-0013wb-17-15333,0,0,2017-03-15 20:30:11.694,OPEN_DOCUMENT,101,115,104,andrea,TRVL-BT
359,clueweb12-0013wb-17-15333,0,0,2017-03-15 20:30:20.49,CLOSE_DOCUMENT,101,115,104,andrea,TRVL-BT
361,clueweb12-0013wb-17-15333,0,0,2017-03-15 20:33:05.744,OPEN_DOCUMENT,101,115,104,andrea,TRVL-BT
362,clueweb12-0013wb-17-15333,0,0,2017-03-15 20:33:07.755,CLOSE_DOCUMENT,101,115,104,andrea,TRVL-BT
364,clueweb12-0104wb-90-31395,0,9,2017-03-15 20:33:12.331,OPEN_DOCUMENT,101,115,104,andrea,TRVL-BT
365,clueweb12-0104wb-90-31395,0,9,2017-03-15 20:33:14.5,CLOSE_DOCUMENT,101,115,104,andrea,TRVL-BT
368,clueweb12-0106wb-55-11879,0,10,2017-03-15 20:33:22.426,OPEN_DOCUMENT,101,115,104,andrea,TRVL-BT
369,clueweb12-0106wb-55-11879,0,10,2017-03-15 20:33:31.319,CLOSE_DOCUMENT,101,115,104,andrea,TRVL-BT
372,clueweb12-0110wb-29-01553,0,21,2017-03-15 20:35:45.055,OPEN_DOCUMENT,101,115,104,andrea,TRVL-BT
373,clueweb12-0110wb-29-01553,0,,2017-03-15 20:35:53.726,BOOKMARK,101,115,104,andrea,TRVL-BT
374,clueweb12-0110wb-29-01553,0,21,2017-03-15 20:35:54.725,CLOSE_DOCUMENT,101,115,104,andrea,TRVL-BT
376,,0,0,2017-03-15 20:38:24.305,QUERY_SUBMISSION,101,116,104,andrea,TRVL-BT
377,clueweb12-0005wb-03-35381,0,5,2017-03-15 20:38:43.785,OPEN_DOCUMENT,101,116,104,andrea,TRVL-BT
378,clueweb12-0005wb-03-35381,0,5,2017-03-15 20:38:50.058,CLOSE_DOCUMENT,101,116,104,andrea,TRVL-BT
380,clueweb12-0205wb-23-07969,0,0,2017-03-15 20:38:58.565,OPEN_DOCUMENT,101,116,104,andrea,TRVL-BT
381,clueweb12-0205wb-23-07969,0,0,2017-03-15 20:39:05.03,CLOSE_DOCUMENT,101,116,104,andrea,TRVL-BT
383,,0,0,2017-03-15 20:40:41.553,QUERY_SUBMISSION,101,117,104,andrea,TRVL-BT
384,clueweb12-0106wb-98-00615,0,0,2017-03-15 20:40:52.123,OPEN_DOCUMENT,101,117,104,andrea,TRVL-BT
385,clueweb12-0106wb-98-00615,0,,2017-03-15 20:40:58.51,BOOKMARK,101,117,104,andrea,TRVL-BT
386,clueweb12-0106wb-98-00615,0,0,2017-03-15 20:41:01.834,CLOSE_DOCUMENT,101,117,104,andrea,TRVL-BT
388,clueweb12-0108wb-34-19435,0,2,2017-03-15 20:41:13.051,OPEN_DOCUMENT,101,117,104,andrea,TRVL-BT
389,clueweb12-0108wb-34-19435,0,2,2017-03-15 20:41:22.975,CLOSE_DOCUMENT,101,117,104,andrea,TRVL-BT
392,clueweb12-0107wb-32-07161,0,16,2017-03-15 20:42:06.122,OPEN_DOCUMENT,101,117,104,andrea,TRVL-BT
393,clueweb12-0107wb-32-07161,0,,2017-03-15 20:42:21.15,BOOKMARK,101,117,104,andrea,TRVL-BT
394,clueweb12-0107wb-32-07161,0,16,2017-03-15 20:42:22.372,CLOSE_DOCUMENT,101,117,104,andrea,TRVL-BT
398,clueweb12-0206wb-28-15700,0,35,2017-03-15 20:42:56.5,OPEN_DOCUMENT,101,117,104,andrea,TRVL-BT
399,clueweb12-0206wb-28-15700,0,35,2017-03-15 20:43:30.505,CLOSE_DOCUMENT,101,117,104,andrea,TRVL-BT
402,,0,0,2017-03-15 20:43:47.399,QUERY_SUBMISSION,101,118,104,andrea,TRVL-BT
403,clueweb12-0009wb-24-37407,0,1,2017-03-15 20:45:04.136,OPEN_DOCUMENT,101,118,104,andrea,TRVL-BT
404,clueweb12-0009wb-24-37407,0,1,2017-03-15 20:45:18.792,CLOSE_DOCUMENT,101,118,104,andrea,TRVL-BT
406,clueweb12-0206wb-90-27891,0,3,2017-03-15 20:45:27.203,OPEN_DOCUMENT,101,118,104,andrea,TRVL-BT
407,clueweb12-0206wb-90-27891,0,3,2017-03-15 20:45:42.302,CLOSE_DOCUMENT,101,118,104,andrea,TRVL-BT
409,clueweb12-0108wb-89-22896,0,6,2017-03-15 20:45:52.069,OPEN_DOCUMENT,101,118,104,andrea,TRVL-BT
410,clueweb12-0108wb-89-22896,0,6,2017-03-15 20:46:22.599,CLOSE_DOCUMENT,101,118,104,andrea,TRVL-BT
412,clueweb12-0106wb-02-29568,0,8,2017-03-15 20:46:29.559,OPEN_DOCUMENT,101,118,104,andrea,TRVL-BT
413,clueweb12-0106wb-02-29568,0,,2017-03-15 20:46:48.13,BOOKMARK,101,118,104,andrea,TRVL-BT
414,clueweb12-0106wb-02-29568,0,8,2017-03-15 20:46:48.868,CLOSE_DOCUMENT,101,118,104,andrea,TRVL-BT
417,clueweb12-0107wb-32-07161,0,,2017-03-15 20:47:31.415,OPEN_BOOKMARK,101,118,104,andrea,TRVL-BT
418,clueweb12-0107wb-32-07161,0,,2017-03-15 20:47:34.324,CLOSE_BOOKMARK,101,118,104,andrea,TRVL-BT
420,,0,0,2017-03-15 20:48:40.137,QUERY_SUBMISSION,101,119,104,andrea,TRVL-BT
421,clueweb12-0209wb-10-21709,0,0,2017-03-15 20:48:51.847,OPEN_DOCUMENT,101,119,104,andrea,TRVL-BT
422,clueweb12-0209wb-10-21709,0,0,2017-03-15 20:49:27.902,CLOSE_DOCUMENT,101,119,104,andrea,TRVL-BT
424,clueweb12-0210wb-10-10674,0,7,2017-03-15 20:49:33.646,OPEN_DOCUMENT,101,119,104,andrea,TRVL-BT
425,clueweb12-0210wb-10-10674,0,7,2017-03-15 20:49:39.157,CLOSE_DOCUMENT,101,119,104,andrea,TRVL-BT
427,clueweb12-0209wb-10-21709,0,0,2017-03-15 21:10:13.214,OPEN_DOCUMENT,101,119,104,andrea,TRVL-BT
428,clueweb12-0209wb-10-21709,0,,2017-03-15 21:10:21.188,BOOKMARK,101,119,104,andrea,TRVL-BT
429,clueweb12-0209wb-10-21709,0,0,2017-03-15 21:10:22.091,CLOSE_DOCUMENT,101,119,104,andrea,TRVL-BT
431,,0,0,2017-03-15 21:13:21.617,QUERY_SUBMISSION,101,120,104,andrea,TRVL-BT
432,clueweb12-0110wb-07-33679,0,0,2017-03-15 21:13:24.81,OPEN_DOCUMENT,101,120,104,andrea,TRVL-BT
433,clueweb12-0110wb-07-33679,0,,2017-03-15 21:13:37.784,BOOKMARK,101,120,104,andrea,TRVL-BT
434,clueweb12-0110wb-07-33679,0,0,2017-03-15 21:13:38.72,CLOSE_DOCUMENT,101,120,104,andrea,TRVL-BT
436,clueweb12-0001wb-69-19058,0,1,2017-03-15 21:13:41.914,OPEN_DOCUMENT,101,120,104,andrea,TRVL-BT
437,clueweb12-0001wb-69-19058,0,1,2017-03-15 21:13:50.688,CLOSE_DOCUMENT,101,120,104,andrea,TRVL-BT
439,clueweb12-0207wb-55-27712,0,2,2017-03-15 21:13:55.288,OPEN_DOCUMENT,101,120,104,andrea,TRVL-BT
440,clueweb12-0207wb-55-27712,0,2,2017-03-15 21:14:06.321,CLOSE_DOCUMENT,101,120,104,andrea,TRVL-BT
442,,0,0,2017-03-15 21:15:11.208,QUERY_SUBMISSION,101,121,104,andrea,TRVL-BT
445,clueweb12-0108wb-44-13761,0,,2017-03-15 21:15:44.094,BOOKMARK,101,121,104,andrea,TRVL-BT
446,clueweb12-0108wb-44-13761,0,6,2017-03-15 21:15:44.58,CLOSE_DOCUMENT,101,121,104,andrea,TRVL-BT
449,,0,0,2017-03-15 21:16:40.621,QUERY_SUBMISSION,101,122,104,andrea,TRVL-BT
450,clueweb12-0108wb-44-13761,0,0,2017-03-15 21:16:45.643,OPEN_DOCUMENT,101,122,104,andrea,TRVL-BT
451,clueweb12-0108wb-44-13761,0,0,2017-03-15 21:16:48.567,CLOSE_DOCUMENT,101,122,104,andrea,TRVL-BT
453,clueweb12-0003wb-73-17947,0,3,2017-03-15 21:16:58.366,OPEN_DOCUMENT,101,122,104,andrea,TRVL-BT
454,clueweb12-0003wb-73-17947,0,3,2017-03-15 21:17:05.021,CLOSE_DOCUMENT,101,122,104,andrea,TRVL-BT
460,clueweb12-0003wb-73-17947,0,3,2017-03-15 21:19:30.243,OPEN_DOCUMENT,101,122,104,andrea,TRVL-BT
461,clueweb12-0003wb-73-17947,0,3,2017-03-15 21:19:37.188,CLOSE_DOCUMENT,101,122,104,andrea,TRVL-BT
463,clueweb12-0003wb-73-17947,0,3,2017-03-15 21:19:42.894,OPEN_DOCUMENT,101,122,104,andrea,TRVL-BT
464,clueweb12-0003wb-73-17947,0,3,2017-03-15 21:19:45.548,CLOSE_DOCUMENT,101,122,104,andrea,TRVL-BT
466,,0,0,2017-03-15 21:20:27.075,QUERY_SUBMISSION,101,123,104,andrea,TRVL-BT
467,clueweb12-0108wb-44-13761,0,0,2017-03-15 21:20:32.472,OPEN_DOCUMENT,101,123,104,andrea,TRVL-BT
468,clueweb12-0108wb-44-13761,0,0,2017-03-15 21:20:34.788,CLOSE_DOCUMENT,101,123,104,andrea,TRVL-BT
470,clueweb12-0003wb-89-37948,0,3,2017-03-15 21:20:37.948,OPEN_DOCUMENT,101,123,104,andrea,TRVL-BT
471,clueweb12-0003wb-89-37948,0,3,2017-03-15 21:20:40.832,CLOSE_DOCUMENT,101,123,104,andrea,TRVL-BT
475,clueweb12-0107wb-05-33148,0,7,2017-03-15 21:20:58.065,OPEN_DOCUMENT,101,123,104,andrea,TRVL-BT
476,clueweb12-0107wb-05-33148,0,7,2017-03-15 21:21:18.814,CLOSE_DOCUMENT,101,123,104,andrea,TRVL-BT
478,,0,,2017-03-15 21:21:49.978,SUSPEND_QUERYSESSION,101,,104,andrea,TRVL-BT
479,,0,,2017-03-17 08:50:24.572,RESUME_QUERYSESSION,101,,104,andrea,TRVL-BT
481,,0,0,2017-03-17 08:51:22.783,QUERY_SUBMISSION,101,124,104,andrea,TRVL-BT
482,clueweb12-0109wb-48-23382,0,0,2017-03-17 08:51:29.06,OPEN_DOCUMENT,101,124,104,andrea,TRVL-BT
483,clueweb12-0109wb-48-23382,0,0,2017-03-17 08:51:42.644,CLOSE_DOCUMENT,101,124,104,andrea,TRVL-BT
485,clueweb12-0109wb-97-22455,0,1,2017-03-17 08:51:45.968,OPEN_DOCUMENT,101,124,104,andrea,TRVL-BT
486,clueweb12-0109wb-97-22455,0,1,2017-03-17 08:51:50.624,CLOSE_DOCUMENT,101,124,104,andrea,TRVL-BT
488,clueweb12-0107wb-71-09808,0,4,2017-03-17 08:52:08.994,OPEN_DOCUMENT,101,124,104,andrea,TRVL-BT
489,clueweb12-0107wb-71-09808,0,4,2017-03-17 08:52:15.026,CLOSE_DOCUMENT,101,124,104,andrea,TRVL-BT
491,clueweb12-0109wb-58-19639,0,5,2017-03-17 08:52:22.111,OPEN_DOCUMENT,101,124,104,andrea,TRVL-BT
492,clueweb12-0109wb-58-19639,0,5,2017-03-17 08:52:33.097,CLOSE_DOCUMENT,101,124,104,andrea,TRVL-BT
494,,0,0,2017-03-17 08:58:40.303,QUERY_SUBMISSION,101,125,104,andrea,TRVL-BT
495,clueweb12-0106wb-88-18568,0,0,2017-03-17 08:58:45.167,OPEN_DOCUMENT,101,125,104,andrea,TRVL-BT
496,clueweb12-0106wb-88-18568,0,,2017-03-17 08:58:49.182,BOOKMARK,101,125,104,andrea,TRVL-BT
497,clueweb12-0106wb-88-18568,0,0,2017-03-17 08:58:55.305,CLOSE_DOCUMENT,101,125,104,andrea,TRVL-BT
499,clueweb12-0106wb-04-18725,0,1,2017-03-17 08:58:59.562,OPEN_DOCUMENT,101,125,104,andrea,TRVL-BT
500,clueweb12-0106wb-04-18725,0,1,2017-03-17 08:59:03.346,CLOSE_DOCUMENT,101,125,104,andrea,TRVL-BT
502,clueweb12-0105wb-41-25843,0,5,2017-03-17 08:59:15.898,OPEN_DOCUMENT,101,125,104,andrea,TRVL-BT
503,clueweb12-0105wb-41-25843,0,5,2017-03-17 08:59:21.79,CLOSE_DOCUMENT,101,125,104,andrea,TRVL-BT
505,clueweb12-0109wb-58-19639,0,,2017-03-17 08:59:34.553,OPEN_BOOKMARK,101,125,104,andrea,TRVL-BT
506,clueweb12-0109wb-58-19639,0,,2017-03-17 08:59:36.454,CLOSE_BOOKMARK,101,125,104,andrea,TRVL-BT
510,clueweb12-0108wb-93-08494,0,7,2017-03-17 08:59:58.194,OPEN_DOCUMENT,101,125,104,andrea,TRVL-BT
511,clueweb12-0108wb-93-08494,0,7,2017-03-17 09:00:06.832,CLOSE_DOCUMENT,101,125,104,andrea,TRVL-BT
513,clueweb12-0001wb-91-20481,0,9,2017-03-17 09:00:11.631,OPEN_DOCUMENT,101,125,104,andrea,TRVL-BT
514,clueweb12-0001wb-91-20481,0,9,2017-03-17 09:00:34.384,CLOSE_DOCUMENT,101,125,104,andrea,TRVL-BT
516,,0,0,2017-03-17 09:00:48.424,QUERY_SUBMISSION,101,126,104,andrea,TRVL-BT
517,clueweb12-0208wb-08-07522,0,1,2017-03-17 09:01:00.278,OPEN_DOCUMENT,101,126,104,andrea,TRVL-BT
518,clueweb12-0208wb-08-07522,0,1,2017-03-17 09:01:12.456,CLOSE_DOCUMENT,101,126,104,andrea,TRVL-BT
520,clueweb12-0208wb-08-07522,0,1,2017-03-17 09:01:17.523,OPEN_DOCUMENT,101,126,104,andrea,TRVL-BT
521,clueweb12-0208wb-08-07522,0,1,2017-03-17 09:01:19.682,CLOSE_DOCUMENT,101,126,104,andrea,TRVL-BT
523,clueweb12-0103wb-86-16953,0,8,2017-03-17 09:11:37.072,OPEN_DOCUMENT,101,126,104,andrea,TRVL-BT
524,clueweb12-0103wb-86-16953,0,8,2017-03-17 09:12:00.633,CLOSE_DOCUMENT,101,126,104,andrea,TRVL-BT
526,clueweb12-0106wb-34-23623,0,3,2017-03-17 09:12:06.343,OPEN_DOCUMENT,101,126,104,andrea,TRVL-BT
527,clueweb12-0106wb-34-23623,0,,2017-03-17 09:12:12.489,BOOKMARK,101,126,104,andrea,TRVL-BT
528,clueweb12-0106wb-34-23623,0,3,2017-03-17 09:12:13.384,CLOSE_DOCUMENT,101,126,104,andrea,TRVL-BT
532,clueweb12-0208wb-08-07522,0,1,2017-03-17 09:22:28.422,OPEN_DOCUMENT,101,126,104,andrea,TRVL-BT
533,clueweb12-0208wb-08-07522,0,1,2017-03-17 09:22:34.709,CLOSE_DOCUMENT,101,126,104,andrea,TRVL-BT
536,,0,0,2017-03-17 09:28:14.776,QUERY_SUBMISSION,101,127,104,andrea,TRVL-BT
537,clueweb12-0000wb-90-08117,0,0,2017-03-17 09:28:22.491,OPEN_DOCUMENT,101,127,104,andrea,TRVL-BT
538,clueweb12-0000wb-90-08117,0,0,2017-03-17 09:29:00.865,CLOSE_DOCUMENT,101,127,104,andrea,TRVL-BT
540,clueweb12-0206wb-86-14464,0,5,2017-03-17 09:29:29.765,OPEN_DOCUMENT,101,127,104,andrea,TRVL-BT
541,clueweb12-0206wb-86-14464,0,5,2017-03-17 09:29:48.576,CLOSE_DOCUMENT,101,127,104,andrea,TRVL-BT
543,clueweb12-0102wb-89-22382,0,7,2017-03-17 09:31:21.291,OPEN_DOCUMENT,101,127,104,andrea,TRVL-BT
544,clueweb12-0102wb-89-22382,0,7,2017-03-17 09:31:29.991,CLOSE_DOCUMENT,101,127,104,andrea,TRVL-BT
